config_name,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
hier_x3,mean_weighted_hier_loss,0.33989240527153014,0.0005303313998383801,0.00023717141212824776,0.33948477655649184,0.3404169872403145,5
hier_x3,mean_weighted_sdyn_loss,0.11511415094137192,5.562845735003243e-05,2.4877802423624063e-05,0.11507182303816081,0.11516364365816116,5
hier_x3,mean_weighted_temp_loss,5.593969579786063e-05,2.3358237700630127e-06,1.0446121466641468e-06,5.4285343736410144e-05,5.824712943285703e-05,5
hier_x3,mean_weighted_vc_loss,0.00923451554775238,3.824378203121098e-05,1.7103139267694547e-05,0.00920085072517395,0.00926818037033081,5
hier_x3,mean_weighted_sparse_loss,0.06130614057183266,0.0009656633247036959,0.00043185776748318314,0.06061196625232697,0.06221998482942581,5
hier_x3,temp_to_hier_loss_ratio,0.00016457301726387864,6.671265061818575e-06,2.983480434829134e-06,0.0001597719403812804,0.00017109627065036416,5
hier_x3,hier_gradient_norm_trunk,0.03762532882392407,0.0010916180418264125,0.00048818642939781336,0.036854230544995516,0.038762081600725654,5
hier_x3,temp_gradient_norm_trunk,0.00021443158620968462,7.016092455959321e-06,3.137691933589698e-06,0.00020818121847696603,0.0002206819539424032,5
hier_x3,temp_to_hier_gradient_ratio,0.005705028067435585,0.00027616158234108597,0.00012350321417771475,0.005473400290527534,0.005939218683683871,5
hier_x3,decoder_gradient_norm_l1,0.011634087190032005,0.0005671345462478337,0.00025363027955973086,0.011075937189161777,0.012097047083079815,5
hier_x3,head_gradient_norm_from_hier_loss_l1,0.018745868653059005,0.0014537049887445922,0.0006501166348126949,0.01777213178575039,0.02022448219358921,5
hier_x3,decoder_gradient_norm_l2,0.016316818073391914,0.000521753566308153,0.0002333352883535948,0.015941639561206103,0.016856488585472108,5
hier_x3,head_gradient_norm_from_hier_loss_l2,0.040765396878123285,0.001445184002276378,0.0006463059338170384,0.03932069726288319,0.041878433898091316,5
hier_x3,decoder_gradient_norm_l3,0.019714220985770227,0.0007496535170684039,0.00033525524474735,0.019118278473615646,0.020405619218945504,5
hier_x3,head_gradient_norm_from_hier_loss_l3,0.06567771099507809,0.005816008319793639,0.002600997992152582,0.06083914153277874,0.07051628045737743,5
hier_x3,decoder_gradient_norm_l4,0.022653033956885338,0.0006606120016687441,0.00029543466849670327,0.022065182402729987,0.023240885511040688,5
hier_x3,head_gradient_norm_from_hier_loss_l4,0.08405775055289269,0.0011745456504397957,0.0005252727834120178,0.08305753730237483,0.08504571504890919,5
hier_x3,decoder_gradient_norm_l5,0.025057433918118478,0.000728784574256366,0.0003259223697980955,0.024423905089497565,0.02567005604505539,5
hier_x3,head_gradient_norm_from_hier_loss_l5,0.10256425254046916,0.0029361713578350368,0.0013130957499414002,0.10005125775933266,0.10507724732160569,5
hier_x3,decoder_gradient_norm_l6,0.027797432988882063,0.0005314028818470918,0.00023765059344987724,0.027352483961731195,0.02823420211672783,5
