config_name,seed,mean_weighted_hier_loss,mean_weighted_sdyn_loss,mean_weighted_temp_loss,mean_weighted_vc_loss,mean_weighted_sparse_loss,temp_to_hier_loss_ratio,hier_gradient_norm_trunk,temp_gradient_norm_trunk,temp_to_hier_gradient_ratio,decoder_gradient_norm_l1,head_gradient_norm_from_hier_loss_l1,decoder_gradient_norm_l2,head_gradient_norm_from_hier_loss_l2,decoder_gradient_norm_l3,head_gradient_norm_from_hier_loss_l3,decoder_gradient_norm_l4,head_gradient_norm_from_hier_loss_l4,decoder_gradient_norm_l5,head_gradient_norm_from_hier_loss_l5,decoder_gradient_norm_l6,head_gradient_norm_from_hier_loss_l6
temp_003,0,0.11380128562450409,0.11508829891681671,1.6630982514470815e-05,0.009222113490104676,0.061567939817905426,0.00014614055037432525,0.012690415023826063,6.342776032397524e-05,0.004998084003154394,0.0036928618792444468,0.007276784162968397,0.005063686054199934,0.01281013898551464,0.006099846679717302,0.024262300692498684,0.007103456184267998,0.027720358222723007,0.007980522699654102,0.03575759660452604,0.009212704375386238,0.042405893094837666
temp_003,1,0.11385747045278549,0.11511161178350449,1.717557990923524e-05,0.009261720776557923,0.06028914451599121,0.0001508515852401413,0.013209124561399221,6.533039413625374e-05,0.004945853438854497,0.003832779824733734,0.006238715723156929,0.005242159124463797,0.01409836346283555,0.006297186482697725,0.024337650276720524,0.00760810449719429,0.02817997056990862,0.008538241498172283,0.035273147746920586,0.009321105666458607,0.04147417517378926
temp_003,2,0.11405067890882492,0.11507629603147507,1.647330494597554e-05,0.00918814480304718,0.061129115521907806,0.00014443846458068636,0.01271083892788738,6.196283356985077e-05,0.004874802829410834,0.003822349477559328,0.006062402855604887,0.0053296503610908985,0.01417927397415042,0.0065052746795117855,0.020544144324958324,0.007351634092628956,0.029001430608332157,0.008072868920862675,0.03384677926078439,0.009166901931166649,0.04428392183035612
temp_003,3,0.11381001770496368,0.11514727771282196,1.6907761339098217e-05,0.009284020066261292,0.06059440225362778,0.00014856127500945644,0.012161336722783744,6.728713196935132e-05,0.0055328730305848495,0.0034459796734154224,0.005822821985930204,0.00514868414029479,0.013577936217188835,0.006430799141526222,0.020612170454114676,0.007378280628472567,0.027787025086581707,0.00828694086521864,0.033505620900541544,0.008871427737176418,0.04012895515188575
temp_003,4,0.11425983160734177,0.11521241068840027,1.8658376298844813e-05,0.009179154634475708,0.06334851682186127,0.0001632977752230988,0.012401692452840507,6.781598494853824e-05,0.005468284688272974,0.003906426019966602,0.006127392873167992,0.0057538761757314205,0.013666636310517788,0.007007605396211147,0.020232279784977436,0.007821451872587204,0.0283401720225811,0.008509020321071148,0.03344867564737797,0.009508587419986725,0.03941787173971534
temp_001,0,0.11380144953727722,0.11508842557668686,5.554954055696726e-06,0.009221646785736084,0.061574243009090424,4.881268277586504e-05,0.012690426665358245,2.1169253159314394e-05,0.001668127772023715,0.0036948691122233868,0.007276757620275021,0.005065133795142174,0.012810096610337496,0.006101107224822044,0.024262264370918274,0.007104495540261269,0.027720294427126646,0.007981478236615658,0.03575753699988127,0.009213531389832497,0.04240592988207936
temp_001,1,0.11385759711265564,0.11511173844337463,5.737730767577887e-06,0.009261236786842346,0.06029583141207695,5.0393921117979746e-05,0.013209124212153256,2.1805688447784632e-05,0.0016508050115632933,0.003834947245195508,0.0062386817298829556,0.005243772175163031,0.014098254032433033,0.006298466585576534,0.024337537586688995,0.007609227206557989,0.028180002234876156,0.008539196103811264,0.03527311561629176,0.009321949444711208,0.04147403920069337
temp_001,2,0.1140507385134697,0.115076445043087,5.502671003341675e-06,0.009187670350074768,0.06113548204302788,4.824757011715268e-05,0.012710831826552749,2.0681591195170768e-05,0.001627084008142348,0.0038243341259658337,0.006062368396669626,0.005331101361662149,0.014179275371134281,0.0065064397640526295,0.020544063299894333,0.007352634333074093,0.029001303482800722,0.00807378999888897,0.033846667036414146,0.009167755022644997,0.04428397538140416
temp_001,3,0.11381009221076965,0.11514739692211151,5.6486576795578e-06,0.00928352415561676,0.060601189732551575,4.96323091373726e-05,0.012161330203525722,2.2459204046754166e-05,0.001846771995405812,0.0034481503535062075,0.005822779610753059,0.00515012489631772,0.013577906414866447,0.006431953050196171,0.02061213133856654,0.00737927109003067,0.02778695710003376,0.008287843316793442,0.03350554872304201,0.008872274309396744,0.04012888949364424
temp_001,4,0.11426003277301788,0.115212582051754,6.23271893709898e-06,0.009178655743598938,0.06335519999265671,5.454854848046933e-05,0.012401700834743679,2.2634467313764617e-05,0.0018251099276926262,0.003908513579517603,0.006127321161329746,0.005755309946835041,0.01366661349311471,0.007008789107203484,0.020232277922332287,0.0078224902972579,0.028340162709355354,0.00850998517125845,0.03344864537939429,0.009509489871561527,0.03941780515015125
hier_x3,0,0.339469850063324,0.11504025757312775,5.374612286686897e-05,0.009229140281677246,0.06161990389227867,0.00015832370049017103,0.03775959345512092,0.0002073228097287938,0.005490599626693726,0.011691167950630188,0.02156117372214794,0.015735812485218048,0.03818667493760586,0.018830355256795883,0.07246735505759716,0.02181416004896164,0.08258476667106152,0.02430959790945053,0.10696981474757195,0.02776055783033371,0.12559435702860355
hier_x3,1,0.33948853611946106,0.11509816348552704,5.594286601990461e-05,0.009268218874931336,0.06034306809306145,0.0001647857293190576,0.0396319474093616,0.00021504258620552719,0.005425990905375778,0.012350930832326412,0.018255356699228287,0.016251498833298683,0.042133914306759834,0.01920393854379654,0.07310995273292065,0.023371325805783272,0.08419605158269405,0.026039648801088333,0.10503445193171501,0.028315138071775436,0.12389077618718147
hier_x3,2,0.3401965945959091,0.11509029567241669,5.426693242043257e-05,0.009195286631584167,0.06085161492228508,0.0001595163892951124,0.03715497232042253,0.00020560894336085767,0.005533820388498663,0.01174127496778965,0.017882060259580612,0.016136687248945236,0.04207884147763252,0.019522804766893387,0.06076932139694691,0.021981963887810707,0.0859745480120182,0.024119216948747635,0.1013777032494545,0.027366377413272858,0.13054604455828667
hier_x3,3,0.3395071104168892,0.11513414233922958,5.540060810744763e-05,0.009287661910057069,0.06067046523094177,0.00016317952233583518,0.03640468278899789,0.00022198434453457594,0.006097686548216906,0.010605561546981335,0.017473923042416573,0.016162006184458733,0.04040582291781902,0.02001984417438507,0.061426786705851555,0.022733664140105247,0.08310887962579727,0.02536642923951149,0.09975952282547951,0.02708134427666664,0.11945622321218252
hier_x3,4,0.3407999351620674,0.11520789563655853,6.034194957464934e-05,0.009192270040512086,0.06304565072059631,0.00017705974487921696,0.03717544814571738,0.00022219924721866846,0.005977042868392855,0.011781500652432442,0.018556829541921616,0.017298085615038872,0.04102173075079918,0.020994162186980247,0.060615139082074165,0.023364055901765823,0.08442450687289238,0.025452276691794395,0.09967976994812489,0.02846374735236168,0.1180201880633831
temp_003_hier_x3,0,0.3394707888364792,0.11504068225622177,1.623793551698327e-05,0.009227545857429504,0.0616411492228508,4.7833086235896944e-05,0.0377595741301775,6.246878911042586e-05,0.001654382777069001,0.011710363440215588,0.021560607478022575,0.015749849379062653,0.03818601369857788,0.01884259097278118,0.07246715575456619,0.021824253723025322,0.0825838390737772,0.02431895025074482,0.1069696769118309,0.027768708765506744,0.12559403665363789
temp_003_hier_x3,1,0.33948905020952225,0.11509861052036285,1.691144797950983e-05,0.00926656186580658,0.0603657066822052,4.9814413658032864e-05,0.03963161166757345,6.481356831500307e-05,0.001635400771955824,0.012370973825454712,0.0182547178119421,0.016266802325844765,0.042132966220378876,0.019216274842619896,0.07310871034860611,0.023382145911455154,0.08419576473534107,0.026048945263028145,0.10503376461565495,0.028323354199528694,0.12388996034860611
temp_003_hier_x3,2,0.3401963487267494,0.11509083211421967,1.639922009781003e-05,0.009193642139434815,0.060873664915561676,4.820516198715031e-05,0.03715463820844889,6.196209869813174e-05,0.0016676813901539132,0.01176124531775713,0.017881587147712708,0.016151441261172295,0.04207862354815006,0.019534770399332047,0.060768406838178635,0.021992240101099014,0.08597356826066971,0.024128757417201996,0.10137680359184742,0.02737513743340969,0.13054568506777287
temp_003_hier_x3,3,0.33950722217559814,0.11513456702232361,1.6751415096223354e-05,0.009285959005355835,0.060693901032209396,4.93403792381161e-05,0.03640449605882168,6.690919690299779e-05,0.001837937731506768,0.010628078132867813,0.01747320219874382,0.016176747158169746,0.04040524549782276,0.020031610503792763,0.061425549909472466,0.022743914276361465,0.08310824446380138,0.025375785306096077,0.09975865669548512,0.027090182527899742,0.11945594474673271
temp_003_hier_x3,4,0.3408011645078659,0.11520847678184509,1.8237860407680272e-05,0.00919055163860321,0.06306859850883484,5.3514665755372824e-05,0.03717537620104849,6.695980118820444e-05,0.0018011869153947097,0.011802751570940018,0.018556252121925354,0.017312565818428993,0.04102139174938202,0.021006213501095772,0.060614604502916336,0.023374637588858604,0.08442365936934948,0.02546205371618271,0.09967918880283833,0.028472859412431717,0.11801967211067677
