config_name,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
coarse_protected_fine_x2,full_prefix_gain,0.002770849109647688,0.0005486110317169143,0.0002453463120250627,0.0022988373020512267,0.0032485165048590447,5
coarse_protected_fine_x2,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
coarse_protected_fine_x2,strict_monotonic_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
coarse_protected_fine_x2,nondegrading_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
coarse_protected_fine_x2,boundary_auprc_overall,0.2950940137797612,0.006081557730248635,0.002719755298785055,0.2897375890828475,0.3004504384766748,5
coarse_protected_fine_x2,boundary_auprc_macro,0.0825595899541239,0.006807973870178502,0.003044618472552292,0.0768252085319926,0.08863857634222772,5
coarse_protected_fine_x2,factor_probe_accuracy,0.4034261067708333,0.008874351340268314,0.003968730570611263,0.3949078369140625,0.41048726399739577,5
coarse_protected_fine_x2,effective_rank,6.991467761993408,0.4839179188486206,0.21641467241514847,6.586588668823242,7.469612789154053,5
coarse_protected_fine_x2,dead_feature_ratio,0.001485443115234375,0.0010918689842159387,0.0004882986542460967,0.000676727294921875,0.0025543212890625,5
coarse_protected_fine_x2,topk_utilization_entropy,0.06163862280830925,0.03697741928512232,0.016536804630809036,0.03354266871982141,0.09720459218203195,5
coarse_protected_fine_x2,revisit_similarity,0.15990608532382433,0.13148810520157309,0.05880326829267222,0.04103882174578148,0.2702751139004822,5
coarse_protected_fine_x2,nuisance_sensitivity,0.817340087890625,0.026566610298780987,0.011880949311964057,0.7929738362630208,0.8377787272135416,5
coarse_protected_fine_x3,full_prefix_gain,0.004984180996446175,0.0007810720606248917,0.0003493060445766189,0.004350719836155914,0.005708891528160431,5
coarse_protected_fine_x3,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
coarse_protected_fine_x3,strict_monotonic_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
coarse_protected_fine_x3,nondegrading_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
