active_count_max,active_count_mean,active_count_min,alive_feature_ratio,boundary_auprc_context,boundary_auprc_fast,boundary_auprc_macro,boundary_auprc_mid,boundary_auprc_overall,boundary_auprc_slow,boundary_f1_context,boundary_f1_fast,boundary_f1_macro,boundary_f1_mid,boundary_f1_overall,boundary_f1_slow,checkpoint_path,config_name,dead_feature_ratio,effective_rank,end_to_end_pass,factor_probe_accuracy,full_prefix_gain,level_horizon,marginal_gain_l2,marginal_gain_l3,marginal_gain_l4,marginal_gain_l5,marginal_gain_l6,nondegrading_pass,nondegrading_violating_levels,nuisance_sensitivity,optimizer_updates,prefix_nrmse_l1,prefix_nrmse_l2,prefix_nrmse_l3,prefix_nrmse_l4,prefix_nrmse_l5,prefix_nrmse_l6,revisit_similarity,seed,strict_monotonic_pass,topk_utilization_entropy,violating_levels
8,7.999176025390625,7,0.9998970031738281,0.06912778716937033,1.0,0.24936111677373804,0.4811812140307629,0.40980624694952184,0.24936111677373804,0.12834224598930483,0.6656816875974718,0.283300198807157,0.47691500524658975,0.3675078672895361,0.283300198807157,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_0/checkpoints/step_250.npz,coarse_protected_fine_x3,0.000102996826171875,7.784924507141113,True,0.5118174235026042,0.0051733604021642066,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.004825247006612, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0060745132896072, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.004756584638225, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0059269378002813, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0072563543640063, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0068801694190597, 'seed': 0}]",0.002960700116394932,-0.0005016682951519691,0.0005038775090641101,0.0004141834242341602,0.0017962676476229733,False,[3],0.4959767659505208,250,1.000330115275452,0.9973694151590571,0.997871083454209,0.9973672059451449,0.9969530225209108,0.9951567548732878,0.39686067970530464,0,False,0.006674964314970696,[3]
8,7.998992919921875,7,0.9998741149902344,0.04584334290066443,1.0,0.18141811942176958,0.4174690961479724,0.3652297355784352,0.18141811942176958,0.0963855421686747,0.6657090677774814,0.22406904267220712,0.44023710519331155,0.3300939600967764,0.22406904267220712,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_0/checkpoints/step_500.npz,coarse_protected_fine_x3,0.000125885009765625,7.7543816566467285,True,0.4983245849609375,0.008730371537704285,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.004086309137304, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.004630659445237, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0034527949558798, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0043998407757044, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0050968919492396, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0043757161597846, 'seed': 0}]",0.0034801304914000575,0.0009717006470832956,0.0008162603562303916,0.00025467817978297447,0.0032076018632075654,True,[],0.6102142333984375,500,1.0001705216624444,0.9966903911710443,0.995718690523961,0.9949024301677306,0.9946477519879476,0.9914401501247401,0.3864199652564892,0,True,0.007956110445805353,[]
8,7.995758056640625,7,0.9994697570800781,0.024849416672302137,1.0,0.08959124724945099,0.31104167825112733,0.30301471788446627,0.08959124724945099,0.04754358161648177,0.6688775614649226,0.13932686476652514,0.39220533102624316,0.27745604072813956,0.13932686476652514,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_0/checkpoints/step_1000.npz,coarse_protected_fine_x3,0.000530242919921875,7.053073883056641,True,0.4285664876302083,0.006182794422865623,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0030760797995941, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0033659286648573, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.002825024730627, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0034314981337673, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0033268697628919, 'seed': 0}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0025058375046116, 'seed': 0}]",0.0020898279922584306,0.0012710049478900087,0.00055990317387411,0.00037326878258281404,0.0018887895262602594,True,[],0.7932027180989584,1000,1.0001611545954572,0.9980713266031987,0.9968003216553087,0.9962404184814346,0.9958671496988518,0.9939783601725916,0.3362377438116885,0,True,0.027405520830990134,[]
8,7.999053955078125,7,0.9998817443847656,0.03112437602388219,1.0,0.14837287443172345,0.4184787627089399,0.3492697775192538,0.14837287443172345,0.06986899563318777,0.6701298701298701,0.21682788830078484,0.43332373864056906,0.3213956762010393,0.21682788830078484,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_1/checkpoints/step_250.npz,coarse_protected_fine_x3,0.000118255615234375,7.633267879486084,True,0.5035390218098958,0.004309381025433323,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0050930037327543, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0053149855466388, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0063524323997453, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0066873492288144, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0055673661439533, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0064415962732363, 'seed': 1}]",0.000395626027372753,0.003250814087327636,-0.0024273958780222094,0.004093408273389776,-0.0010030714846346322,False,"[4, 6]",0.4798533121744792,250,1.0003038698141766,0.9999082437868039,0.9966574296994762,0.9990848255774984,0.9949914173041087,0.9959944887887433,0.30895446097112983,1,False,0.007533096677869184,"[4, 6]"
8,7.998809814453125,7,0.9998512268066406,0.02586776739983645,1.0,0.13020552920496983,0.39887757956901515,0.3370312810757582,0.13020552920496983,0.06536964980544747,0.6728441677722217,0.1945121951219512,0.421556984315492,0.30975903842741276,0.1945121951219512,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_1/checkpoints/step_500.npz,coarse_protected_fine_x3,0.000148773193359375,7.500275611877441,True,0.48701883951822916,0.0068165737099593615,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.00436829320104, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0042054299514425, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0053339847862826, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0051985157891947, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0040622728899407, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0047788535144586, 'seed': 1}]",0.001456048705164803,0.002655298385190852,-0.0011883803475787325,0.004166047226818459,-0.0002724402596360198,False,"[4, 6]",0.5835673014322916,500,0.9995271985712506,0.9980711498660858,0.995415851480895,0.9966042318284737,0.9924381846016552,0.9927106248612912,0.21728247505028578,1,False,0.009203745216025403,"[4, 6]"
8,7.988494873046875,6,0.9985618591308594,0.02354973411186371,1.0,0.10906655344376477,0.37016254372362967,0.3223690769446046,0.10906655344376477,0.06120218579234973,0.6725732367051138,0.16673579427623395,0.4067352206153468,0.29479644633305563,0.16673579427623395,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_1/checkpoints/step_1000.npz,coarse_protected_fine_x3,0.001438140869140625,6.927413463592529,True,0.40397237141927084,0.004343402919679162,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0037715403391128, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0030422346424612, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0038940191583976, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.004055910353874, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0025983593832488, 'seed': 1}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0034111733657765, 'seed': 1}]",0.0014714248339927627,0.0011336802111160393,-0.0007520164156674669,0.002437558262017636,5.27560282201911e-05,False,[4],0.7345479329427084,1000,0.9993908458885978,0.9979194210546051,0.996785740843489,0.9975377572591565,0.9951001989971389,0.9950474429689187,0.2669711675064608,1,False,0.06291695748665063,[4]
8,7.99932861328125,7,0.9999160766601562,0.08015572201329062,1.0,0.22278446806377739,0.4254635947934463,0.39023765058685833,0.22278446806377739,0.14573991031390135,0.6715426890309927,0.26522060635937883,0.43519837232960323,0.356584436878651,0.26522060635937883,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_2/checkpoints/step_250.npz,coarse_protected_fine_x3,8.392333984375e-05,7.83369779586792,True,0.5204152425130208,0.0025231873932493043,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0057488751589687, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0042122343302917, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0062620313664634, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0068109768393336, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0079395316741737, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.006350930134285, 'seed': 2}]",-0.0004751577282073871,0.0007281569054171655,0.0036275292436130924,-0.001520646119953617,0.00016330509238005053,False,"[2, 5]",0.4687957763671875,250,1.0001580616959802,1.0006332194241876,0.9999050625187704,0.9962775332751573,0.997798179395111,0.9976348743027309,0.1187174574404203,2,False,0.005576403605532558,"[2, 5]"
8,7.998870849609375,7,0.9998588562011719,0.052999808239489264,1.0,0.18535739212930355,0.39059399415424084,0.36286171733046746,0.18535739212930355,0.09822866344605474,0.6712440738924309,0.224707929405916,0.4134034508235907,0.32645840939478166,0.224707929405916,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_2/checkpoints/step_500.npz,coarse_protected_fine_x3,0.000141143798828125,7.788888454437256,True,0.50313720703125,0.006458946161874035,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.004929256797592, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0033942066029318, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0052518903973102, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0060723924442516, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0056866636952049, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0046195250071204, 'seed': 2}]",0.0006660338102097985,0.001891440582954873,0.003231814847683756,-0.0011022210050082304,0.001771877926033838,False,[5],0.5828653971354166,500,0.9996077906947628,0.998941756884553,0.9970503163015981,0.9938185014539144,0.9949207224589226,0.9931488445328888,0.05729635437745203,2,False,0.00879123443406175,[5]
8,7.9969482421875,7,0.9996185302734375,0.025244450892233847,1.0,0.10551352746721661,0.30736638891659335,0.30872757894865205,0.10551352746721661,0.06073752711496747,0.6700482696555674,0.13870342451001505,0.3632176344793552,0.27428205605398404,0.13870342451001505,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_2/checkpoints/step_1000.npz,coarse_protected_fine_x3,0.0003814697265625,7.320966720581055,True,0.42238972981770834,0.00441727903289868,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0039582630989605, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.002794449210084, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.00389446100118, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.0049099040837224, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0038390539162654, 'seed': 2}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.0030455042790511, 'seed': 2}]",0.0008962338998470543,0.0013386068935993256,0.0012999898344164817,-0.00031529900953020107,0.0011977474145660194,False,[5],0.8105977376302084,1000,0.9995321472104136,0.9986359133105666,0.9972973064169672,0.9959973165825508,0.996312615592081,0.9951148681775149,0.010593232462614965,2,False,0.02072297221476164,[5]
8,7.998992919921875,7,0.9998741149902344,0.04380948781964659,1.0,0.16557016235079478,0.40159311868314723,0.3553085862408767,0.16557016235079478,0.0912280701754386,0.667841265288562,0.20269030877407518,0.4537271694485711,0.32363542449214444,0.20269030877407518,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_revision_v13/runs/coarse_protected_fine_x3/seed_3/checkpoints/step_250.npz,coarse_protected_fine_x3,0.000125885009765625,7.609162330627441,True,0.5074656168619792,0.006170069350732166,"[{'config_name': 'coarse_protected_fine_x3', 'horizon': 1, 'level': 1, 'nrmse': 1.0053076509564507, 'seed': 3}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 2, 'level': 2, 'nrmse': 1.0042830175440343, 'seed': 3}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 4, 'level': 3, 'nrmse': 1.0074578346727867, 'seed': 3}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 8, 'level': 4, 'nrmse': 1.007183980516247, 'seed': 3}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 16, 'level': 5, 'nrmse': 1.0085099507062694, 'seed': 3}, {'config_name': 'coarse_protected_fine_x3', 'horizon': 32, 'level': 6, 'nrmse': 1.007662938092383, 'seed': 3}]",0.0014678017231769536,0.0007289522224254164,0.0018272850109484207,-0.0023901927157429226,0.004536223109924298,False,[5],0.4859975179036458,250,1.0001785632010842,0.9987107614779073,0.9979818092554819,0.9961545242445334,0.9985447169602764,0.9940084938503521,0.1783832133444577,3,False,0.007956110445805353,[5]
