checkpoint_path,checkpoint_source_version,method,seed,checkpoint_hash,evaluator_version,evaluator_hash,dataset_manifest_hash,split,full_prefix_gain,parameter_count,prefix_nrmse_l1,prefix_nrmse_l2,prefix_nrmse_l3,prefix_nrmse_l4,prefix_nrmse_l5,prefix_nrmse_l6,boundary_auprc_overall,boundary_auprc_macro,factor_probe_accuracy,effective_rank,alive_feature_ratio,dead_feature_ratio,topk_utilization_entropy,active_count_mean,active_count_min,active_count_max,detached_probe_auprc,prefix_gain
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/baseline_v9/seed_0/checkpoints/step_1000.npz,historical_v12,historical_baseline_shared_trunk,0,fe271ed32e63f1b61ef93b01559314ea063b9f785fdecf5b68709acd368da9b9,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,-0.0005119190477040902,17160,0.9976205585965807,0.9972443736516341,0.9992464516673052,0.9952553741823223,0.9976378788336514,0.9981324776442848,0.7338414786886552,0.6463581802062934,0.4117706298828125,7.478326797485352,0.999969482421875,3.0517578125e-05,0.002274795451003506,7.999755859375,7,8,0.3608039808733958,-0.0005119190477040902
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_baseline_shared_trunk/seed_0/checkpoints/step_1000.npz,v15_exact,exact_baseline_shared_trunk,0,44e61274f73ba6c78acfb5a96995d716ac1262b9839238bd643fbaca84cfbb1d,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0006917490601462406,19096,0.9998858865420137,0.9996623140941125,0.9999037369904232,0.9991231775310119,0.9999875987505252,0.9991941374818675,0.2975548655356012,0.08330819316012252,0.42788798014322915,7.229552745819092,0.9982337951660156,0.001766204833984375,0.07434794010930144,7.985870361328125,6,8,0.27881285539879785,0.0006917490601462406
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_no_hier_loss/seed_0/checkpoints/step_1000.npz,v15_exact,exact_no_hier_loss,0,f56cfeefa573975761c6227ba0b8b37b2f42e16fe8012620aa1c5e9b7f92fc00,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0003311169811404113,19096,1.0001882837422973,0.9999680692995426,1.0003241062136112,0.9995195105068366,1.0005089732337729,0.9998571667611569,0.29821497802937047,0.08367125179246238,0.42589009602864586,7.207233905792236,0.9981117248535156,0.001888275146484375,0.07841876384161922,7.984893798828125,6,8,0.2792283530302516,0.0003311169811404113
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/baseline_v9/seed_1/checkpoints/step_1000.npz,historical_v12,historical_baseline_shared_trunk,1,b3c9efd975cc8772511c4833ae58e6816cc8a319454f7c59fd8e864db04d176a,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0030290973791124998,17160,0.9973321236282213,0.9991204381057609,0.9971471682395031,0.9996708858440914,0.9976232096532752,0.9943030262491088,0.6251259834000918,0.4972343555438856,0.39775390625,7.450811386108398,0.9999504089355469,4.9591064453125e-05,0.0035039100381433273,7.999603271484375,7,8,0.3017139162052992,0.0030290973791124998
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_baseline_shared_trunk/seed_1/checkpoints/step_1000.npz,v15_exact,exact_baseline_shared_trunk,1,daca1568555ed4e1e5ec678261a88dc7d8031af530cf1f1f83990511545245a0,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0008609748458106026,19096,1.0003331198063725,0.9996700021585265,0.9999674507196472,0.999861231714755,0.9996070837463109,0.9994721449605619,0.30530509092573477,0.09676965468692887,0.40672200520833335,7.221431255340576,0.9987335205078125,0.0012664794921875,0.056674095663722945,7.9898681640625,6,8,0.28864600132565077,0.0008609748458106026
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_no_hier_loss/seed_1/checkpoints/step_1000.npz,v15_exact,exact_no_hier_loss,1,0872f9f0a6827ebdc2e9d4bad43e66f7d794764755fb39fb7ba8a3fd6cc0aa5b,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0004550096973292561,19096,1.0006167828726817,0.9999506606939155,1.000279745198257,1.0003865827830445,1.0001679589743064,1.0001617731753525,0.3043178268573328,0.09501830217238934,0.4071889241536458,7.220168590545654,0.9988861083984375,0.0011138916015625,0.05093588189672196,7.9910888671875,7,8,0.2874459744574985,0.0004550096973292561
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/baseline_v9/seed_2/checkpoints/step_1000.npz,historical_v12,historical_baseline_shared_trunk,2,1479c5b6a241dfc44d77ec2795a1f57e027cbd4b180a03a8f2fbf37574c82fbb,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.004586151344337042,17160,0.9978960033871372,1.000324813162063,1.0021929244461065,0.9950047609561375,0.9959647085852087,0.9933098520428002,0.7341393756048248,0.6350112937667128,0.40950419108072916,7.414418697357178,0.9999160766601562,8.392333984375e-05,0.005576403605532558,7.99932861328125,7,8,0.39416553197941817,0.004586151344337042
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_baseline_shared_trunk/seed_2/checkpoints/step_1000.npz,v15_exact,exact_baseline_shared_trunk,2,b5ecc4ba4e2ea6c99a520b842827bacc675e84ebac25b8edfc03a3ace15e42bd,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.00048655727199342635,19096,0.9999564930186433,0.9995262265171293,0.9999772596294167,0.9998811146399637,0.9998277400318482,0.9994699357466499,0.29897986634988255,0.0816198491858743,0.422467041015625,7.442323207855225,0.9995803833007812,0.00041961669921875,0.022474456594160776,7.99664306640625,6,8,0.28594342795873195,0.00048655727199342635
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_no_hier_loss/seed_2/checkpoints/step_1000.npz,v15_exact,exact_no_hier_loss,2,bd0a9c31c7b8818cde757fba2323ea3e37418c69218952739a7741f592685478,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.00040941152218421095,19096,1.000384108463463,0.9998753706837923,1.0003436356645938,1.0002747081905374,1.0003546817341542,0.9999746969412788,0.29973752754541555,0.08225297578008946,0.42509256998697914,7.446359157562256,0.9995613098144531,0.000438690185546875,0.023340118480629113,7.996490478515625,7,8,0.2861346956803044,0.00040941152218421095
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/baseline_v9/seed_3/checkpoints/step_1000.npz,historical_v12,historical_baseline_shared_trunk,3,005e79a126765b7ef80d4dcd743b9aae492e938310c74f74079e96400b9648a9,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,0.0002051034195962309,17160,0.9972228117238523,0.9988175990626948,0.9976126937950538,0.995180967857764,0.9959247659976785,0.9970177083042561,0.6943352954437609,0.5419757550876059,0.4066864013671875,7.5477070808410645,0.9999427795410156,5.7220458984375e-05,0.003977455856369191,7.999542236328125,7,8,0.3328556636358699,0.0002051034195962309
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_baseline_shared_trunk/seed_3/checkpoints/step_1000.npz,v15_exact,exact_baseline_shared_trunk,3,abe0ef850f1564ca30e18fc3f71422ce72f18ac7ba609e7c98b2e7f64b53ea67,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,6.64531544749547e-05,19096,0.999624492351938,0.999869449990508,0.9993904040458155,0.9997477664882313,0.9996506494446569,0.999558039197463,0.2948841217115576,0.0806194646930305,0.4159952799479167,7.116003513336182,0.9993934631347656,0.000606536865234375,0.03069498349676572,7.995147705078125,7,8,0.2876922647836507,6.64531544749547e-05
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_causal_audit_v15/runs/exact_no_hier_loss/seed_3/checkpoints/step_1000.npz,v15_exact,exact_no_hier_loss,3,2b262170ee7274c15b09888d412904be48ff3454c577a42373cb81b43fab1095,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,-0.00023815325972087464,19096,1.0000097792582023,1.0002055156108114,0.9997514779676036,1.000213822255121,1.0002118781468783,1.0002479325179232,0.29435894883184044,0.07930535255963012,0.41608072916666666,7.152651786804199,0.9993133544921875,0.0006866455078125,0.03409582291637482,7.9945068359375,6,8,0.28777417455689414,-0.00023815325972087464
/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/baseline_v9/seed_4/checkpoints/step_1000.npz,historical_v12,historical_baseline_shared_trunk,4,30c5c1f665beb2687c1089cc547d021f827bfcf6367fe14e74ceb682172abf4f,v15_current,1fe9299b169a0870ac904d083b6c38c213d82f5ab746668ec3a5af6e934fe169,5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,test,-0.00045739564835423074,17160,0.9990474456781062,0.9989713603509747,0.9995268450970247,0.9959311285337453,0.9976174656971039,0.9995048413264604,0.7281725341851187,0.622791087492278,0.40847981770833336,7.142223834991455,0.9999580383300781,4.1961669921875e-05,0.0030209330723992857,7.999664306640625,7,8,0.3750058910229667,-0.00045739564835423074
