config_name,seed,checkpoint_update,checkpoint_path,full_prefix_gain,strict_monotonic_pass,nondegrading_pass,end_to_end_pass,violating_levels,nondegrading_violating_levels,prefix_nrmse_l1,prefix_nrmse_l2,marginal_gain_l2,prefix_nrmse_l3,marginal_gain_l3,prefix_nrmse_l4,marginal_gain_l4,prefix_nrmse_l5,marginal_gain_l5,prefix_nrmse_l6,marginal_gain_l6,mean_boundary_f1,mean_boundary_precision,mean_boundary_recall,mean_boundary_auprc,mean_factor_probe_accuracy,effective_rank,alive_feature_ratio,dead_feature_ratio,topk_utilization_entropy,active_count_mean,active_count_min,active_count_max,raw_hier_loss,weighted_hier_loss,raw_sdyn_loss,weighted_sdyn_loss,raw_temp_loss,weighted_temp_loss,raw_vc_loss,weighted_vc_loss,raw_sparse_loss,weighted_sparse_loss,checkpoint_name
baseline_v9,0,0,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_0/checkpoints/initial.npz,-0.004694579563141232,False,False,False,"[3, 6]","[3, 6]",1.0009206823384256,1.000317301834762,0.0006033805036635975,1.0048035083417173,-0.004486206506955304,1.0039849504030183,0.000818557938699005,1.003087037500598,0.0008979129024202503,1.0056152619015668,-0.0025282244009687815,0.40503983887046047,0.45653329941930265,0.4035263548205668,0.4544198942229408,0.5169728597005209,7.7565083503723145,0.9999122619628906,8.7738037109375e-05,0.005798665807510399,7.999298095703125,7,8,0.11453725397586823,0.11453725397586823,0.11584188789129257,0.11584188789129257,0.00840990711003542,8.40990711003542e-05,0.8983583450317383,0.008983583450317382,0.08587198704481125,0.08587198704481125,initial
baseline_v9,0,1,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_0/checkpoints/step_1.npz,-0.0046910448208818956,False,False,False,"[3, 6]","[3, 6]",1.000919445178635,1.000315976306415,0.0006034688722200698,1.0048005038107968,-0.0044845275043818855,1.0039618862097763,0.0008386176010204416,1.0030820004928784,0.0008798857168978991,1.0056104899995169,-0.0025284895066384205,0.40728300904679593,0.4584283420826335,0.4062601203327407,0.4561092335183462,0.5169291178385417,7.755078315734863,0.9998893737792969,0.000110626220703125,0.007106138692836641,7.999114990234375,7,8,0.11453528702259064,0.11453528702259064,0.11584179848432541,0.11584179848432541,0.008455699309706688,8.455699309706688e-05,0.8978149890899658,0.008978149890899659,0.08583351224660873,0.08583351224660873,1
baseline_v9,0,100,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_0/checkpoints/step_100.npz,-0.00487060972765474,False,False,False,"[3, 5, 6]","[3, 5, 6]",1.0011615750233973,1.0008453923283025,0.0003161826950948132,1.0049451631377588,-0.004099770809456338,1.0024178224223548,0.0025273407154040584,1.002780398609603,-0.0003625761872483313,1.006032184751052,-0.0032517861414489424,0.5407779981481247,0.5974855141664954,0.5205453526978483,0.6297951896081477,0.5127431233723958,7.562281131744385,0.9999542236328125,4.57763671875e-05,0.003263695062680449,7.9996337890625,7,8,0.11446251720190048,0.11446251720190048,0.11597057431936264,0.11597057431936264,0.01223931647837162,0.0001223931647837162,0.8401821255683899,0.0084018212556839,0.08441880345344543,0.08441880345344543,100
baseline_v9,0,200,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_0/checkpoints/step_200.npz,-0.006085765747847693,False,False,False,"[3, 5, 6]","[3, 5, 6]",1.0020942167685154,1.0019597198255488,0.00013449694296663317,1.0059011341817883,-0.003941414356239514,1.0013840870486208,0.004517047133167473,1.002844996024392,-0.0014609089757711136,1.008179982516363,-0.005334986491971172,0.6263345528951,0.7069652416484296,0.5848442489295692,0.7564512986233992,0.5044057210286458,7.277053356170654,0.9999771118164062,2.288818359375e-05,0.001758773337830729,7.99981689453125,7,8,0.11458723992109299,0.11458723992109299,0.11637306213378906,0.11637306213378906,0.014046860858798027,0.00014046860858798026,0.7762789726257324,0.007762789726257324,0.08621568977832794,0.08621568977832794,200
baseline_v9,0,250,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_0/checkpoints/final.npz,-0.006932424887508226,False,False,False,"[3, 5, 6]","[3, 5, 6]",1.002658803475883,1.002559565586953,9.923788892995944e-05,1.0065309368838402,-0.003971371296887183,1.0010199202273558,0.005511016656484458,1.0028696508516506,-0.001849730624294832,1.0095912283633912,-0.0067215775117406285,0.6549753938268653,0.7417338555620309,0.6094951966689648,0.7941658690199886,0.499542236328125,7.127766132354736,0.9999885559082031,1.1444091796875e-05,0.0009428403803648343,7.999908447265625,7,8,0.11468741297721863,0.11468741297721863,0.11662641167640686,0.11662641167640686,0.014320745132863522,0.00014320745132863523,0.7443872094154358,0.007443872094154358,0.08759525418281555,0.08759525418281555,250_final
baseline_v9,1,0,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_1/checkpoints/initial.npz,-0.0028871774774013037,False,False,False,"[2, 4, 6]","[2, 4, 6]",1.0032003259900089,1.0052031109541317,-0.0020027849641228723,0.9994967114192641,0.005706399534867623,1.0060791084545444,-0.006582397035280296,1.0049908496814604,0.0010882587730840498,1.0060875034674102,-0.0010966537859498082,0.33703097171272123,0.3588847605786226,0.3853824975507094,0.3637064571922597,0.5115926106770833,7.675673007965088,0.9999237060546875,7.62939453125e-05,0.005127647356622942,7.9993896484375,7,8,0.11465626955032349,0.11465626955032349,0.1157815083861351,0.1157815083861351,0.008697113022208214,8.697113022208215e-05,0.9048293828964233,0.009048293828964233,0.08874553442001343,0.08874553442001343,initial
baseline_v9,1,1,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_1/checkpoints/step_1.npz,-0.002857750748092691,False,False,False,"[2, 4, 6]","[2, 4, 6]",1.003184949861181,1.0051961298381695,-0.0020111799769886307,0.999504752957904,0.005691376880265553,1.0060700064932266,-0.006565253535322668,1.0049665483284276,0.0011034581647990649,1.0060427006092736,-0.00107615228084601,0.33790621093026696,0.35966465662748404,0.3863583017344606,0.3646512261636842,0.5116322835286459,7.676395893096924,0.9999313354492188,6.866455078125e-05,0.00467277365108906,7.99945068359375,7,8,0.11465319246053696,0.11465319246053696,0.11577903479337692,0.11577903479337692,0.008750996552407742,8.750996552407742e-05,0.9043151140213013,0.009043151140213012,0.08864597976207733,0.08864597976207733,1
baseline_v9,1,100,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_1/checkpoints/step_100.npz,0.0001637469351623011,False,False,True,"[2, 4]","[2, 4]",1.0025319062287739,1.0054244741881209,-0.0028925679593470033,1.0011420455724147,0.0042824286157061575,1.0060498584623485,-0.004907812889933805,1.0037237329500557,0.0023261255122928315,1.0023681592936116,0.00135557365644412,0.44958855482700155,0.48884044096640855,0.4492561413694256,0.5073170737168031,0.5109110514322917,7.5493483543396,0.9999771118164062,2.288818359375e-05,0.001758773337830729,7.99981689453125,7,8,0.11453908681869507,0.11453908681869507,0.11572911590337753,0.11572911590337753,0.0130526814609766,0.000130526814609766,0.8469337224960327,0.008469337224960327,0.08384029567241669,0.08384029567241669,100
baseline_v9,1,200,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_1/checkpoints/step_200.npz,0.0029884478431305705,False,False,True,"[2, 4]","[2, 4]",1.0025707000250699,1.0069232049060668,-0.004352504880996921,1.0034664920821346,0.0034567128239322287,1.007140768292127,-0.0036742762099923887,1.0042995424640966,0.0028412258280303693,0.9995822521819393,0.004717290282157283,0.5533709412050237,0.5858887739056546,0.5614342184041512,0.6506284264652531,0.5037139892578125,7.22855281829834,0.9999580383300781,4.1961669921875e-05,0.0030209330723992857,7.999664306640625,7,8,0.11469408869743347,0.11469408869743347,0.11596615612506866,0.11596615612506866,0.014957298524677753,0.00014957298524677752,0.7821478843688965,0.007821478843688966,0.08476942777633667,0.08476942777633667,200
baseline_v9,1,250,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/hts_full/seed_1/checkpoints/final.npz,0.004248760195686319,False,False,True,"[2, 4]","[2, 4]",1.0026407762903606,1.0078459493728587,-0.005205173082498016,1.0046435612544835,0.0032023881183751435,1.0078681298805359,-0.00322456862605236,1.0049298753774873,0.0029382545030485208,0.9983920160946743,0.00653785928281303,0.5884876922858056,0.6409924103631556,0.5740257266228819,0.702591390296364,0.49896647135416666,7.06016206741333,0.9999656677246094,3.4332275390625e-05,0.00252679311372212,7.999725341796875,7,8,0.11481019109487534,0.11481019109487534,0.11613424122333527,0.11613424122333527,0.015139907598495483,0.00015139907598495482,0.749987781047821,0.007499877810478211,0.08607113361358643,0.08607113361358643,250_final
