config_name,checkpoint_update,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
baseline_v9,500,prefix_nrmse_l1,1.0010559745984007,0.00122705237096365,0.000548754502685402,1.0000846287510716,1.002249568690812,5
baseline_v9,500,prefix_nrmse_l2,1.0029279564252178,0.0016958314100754225,0.0007583988622615933,1.0013299171234968,1.0041397544402646,5
baseline_v9,500,prefix_nrmse_l3,1.0031230565242202,0.0028638693797755624,0.0012807613223716637,1.0008511186107625,1.0055474832187445,5
baseline_v9,500,prefix_nrmse_l4,0.998632184157483,0.0024126072457626014,0.0010789507609067436,0.9970173548300302,1.0008301399154536,5
baseline_v9,500,prefix_nrmse_l5,1.0002695297931274,0.0011172606833058797,0.0004996541672919623,0.9992839376089652,1.0013766464161649,5
baseline_v9,500,prefix_nrmse_l6,1.0003730447201913,0.003821679500840687,0.001709107030419448,0.9971294768544954,1.0036798667986178,5
baseline_v9,500,full_prefix_gain,0.0006829298782092374,0.0032595471930890697,0.0014577138199231585,-0.0022234235759489352,0.00358928333236741,5
baseline_v9,500,end_to_end_pass,0.6,0.48989794855663565,0.21908902300206645,0.2,1.0,5
baseline_v9,500,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_v9,500,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_v9,500,mean_boundary_f1,0.6271902823427435,0.02670019643213456,0.011940690846970045,0.6006816532935628,0.6449654036152663,5
baseline_v9,500,mean_boundary_auprc,0.7520244993208042,0.03673596267540596,0.016428821952220552,0.7157057453831994,0.7753260711935396,5
baseline_v9,500,mean_factor_probe_accuracy,0.48736450195312503,0.004645230320426215,0.0020774101535232293,0.4842120361328125,0.49212809244791667,5
baseline_v9,500,effective_rank,7.179739952087402,0.15986031703627931,0.07149170715955765,7.015431118011475,7.286413764953613,5
baseline_v9,500,dead_feature_ratio,4.1961669921875e-05,8.357582969744355e-06,3.737624729588589e-06,3.4332275390625e-05,4.8828125e-05,5
baseline_v9,500,topk_utilization_entropy,0.0030141505890801555,0.0005363104357106146,0.000239845318258293,0.002522974905882617,0.0034549267397339712,5
baseline_v9,1000,prefix_nrmse_l1,0.9978237886027795,0.0006552498309360938,0.0002930366328436701,0.9973679482410194,0.9984740928099354,5
baseline_v9,1000,prefix_nrmse_l2,0.9988957168666255,0.0009830131839060282,0.00043961686039847625,0.9979351449137029,0.9997526797799716,5
baseline_v9,1000,prefix_nrmse_l3,0.9991452166489987,0.0017768081135776806,0.0007946127449865722,0.9977532351472839,1.0006889857272843,5
baseline_v9,1000,prefix_nrmse_l4,0.9962086234748121,0.0017594493116198067,0.0007868496527494197,0.9951253663620252,0.997889799914472,5
baseline_v9,1000,prefix_nrmse_l5,0.9969536057533835,0.0008238613849609799,0.0003684420121619748,0.9962724432463039,0.9976279285341914,5
baseline_v9,1000,prefix_nrmse_l6,0.9964535811133821,0.00232185445841666,0.001038364880576122,0.9944486929776148,0.9984584692491494,5
baseline_v9,1000,full_prefix_gain,0.0013702074893974902,0.002065633634920361,0.000923779444858382,-0.0003576098743740541,0.003255126472883907,5
baseline_v9,1000,end_to_end_pass,0.6,0.48989794855663565,0.21908902300206645,0.2,1.0,5
baseline_v9,1000,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_v9,1000,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_v9,1000,mean_boundary_f1,0.5902877019972124,0.028764519074921537,0.012863883998322783,0.5613482515489933,0.6110346808777845,5
baseline_v9,1000,mean_boundary_auprc,0.7031229334644903,0.04169862827798614,0.0186481934796144,0.6607705242497722,0.732767269171182,5
baseline_v9,1000,mean_factor_probe_accuracy,0.4068389892578125,0.004830708319455355,0.0021603584363551888,0.4022440236409505,0.41041185506184896,5
baseline_v9,1000,effective_rank,7.406697559356689,0.13925977844766618,0.06227886622810834,7.263883399963379,7.501670265197754,5
baseline_v9,1000,dead_feature_ratio,5.2642822265625e-05,1.7957461999419892e-05,8.030821146814434e-06,3.812789916992188e-05,6.866455078125e-05,5
baseline_v9,1000,topk_utilization_entropy,0.0036706996046895735,0.001106740335313097,0.0004949493246401992,0.0027635031305429276,0.004650810785428058,5
hier_x3,500,prefix_nrmse_l1,0.9988929420939521,0.000310778564845146,0.00013898439938871457,0.9986343756976837,0.9991670083350274,5
hier_x3,500,prefix_nrmse_l2,0.9978044182151986,0.0006743074410897145,0.0003015594552021073,0.9972174322879763,0.9984279997708742,5
hier_x3,500,prefix_nrmse_l3,0.9966714272788231,0.0012714537979824608,0.0005686114245078135,0.9956894758791879,0.9978213673043321,5
hier_x3,500,prefix_nrmse_l4,0.9949135292584248,0.0009828671611437968,0.0004395515570339539,0.9940834834073833,0.9957269710995461,5
hier_x3,500,prefix_nrmse_l5,0.9938685003831724,0.0010305671213021567,0.0004608836277215788,0.9930046447224203,0.9947323560439241,5
hier_x3,500,prefix_nrmse_l6,0.9928507950655842,0.0018394216657618384,0.0008226143767858736,0.9914539179458401,0.9946207819045091,5
hier_x3,500,full_prefix_gain,0.006042147028367894,0.0017084747153512329,0.000764053120272992,0.004546226430518186,0.007423524303304796,5
hier_x3,500,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
hier_x3,500,strict_monotonic_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
hier_x3,500,nondegrading_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
