config_name,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
baseline_shared_trunk,full_prefix_gain,0.0013702074893974902,0.002065633634920361,0.000923779444858382,-0.0003576098743740541,0.003255126472883907,5
baseline_shared_trunk,end_to_end_pass,0.6,0.48989794855663565,0.21908902300206645,0.2,1.0,5
baseline_shared_trunk,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_shared_trunk,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
baseline_shared_trunk,boundary_auprc_overall,0.7031229334644903,0.04169862827798614,0.0186481934796144,0.6607705242497722,0.732767269171182,5
baseline_shared_trunk,boundary_auprc_macro,0.7031229334644903,0.04169862827798614,0.0186481934796144,0.6607705242497722,0.732767269171182,5
baseline_shared_trunk,boundary_f1_overall,0.5902877019972124,0.028764519074921537,0.012863883998322783,0.5613482515489933,0.6110346808777845,5
baseline_shared_trunk,boundary_f1_macro,0.5902877019972124,0.028764519074921537,0.012863883998322783,0.5613482515489933,0.6110346808777845,5
baseline_shared_trunk,factor_probe_accuracy,0.4068389892578125,0.004830708319455355,0.0021603584363551888,0.4022440236409505,0.41041185506184896,5
baseline_shared_trunk,effective_rank,7.406697559356689,0.13925977844766618,0.06227886622810834,7.263883399963379,7.501670265197754,5
baseline_shared_trunk,dead_feature_ratio,5.2642822265625e-05,1.7957461999419892e-05,8.030821146814434e-06,3.812789916992188e-05,6.866455078125e-05,5
baseline_shared_trunk,topk_utilization_entropy,0.0036706996046895735,0.001106740335313097,0.0004949493246401992,0.0027635031305429276,0.004650810785428058,5
baseline_shared_trunk,active_count_audit,7.999578857421875,0.0001436596959953591,6.424656917451546e-05,7.99945068359375,7.999694976806641,5
recon_trunk_isolated,full_prefix_gain,0.00040409173508391125,0.00035694494949262595,0.00015963063425814813,9.29813951310754e-05,0.0007152020750367472,5
recon_trunk_isolated,end_to_end_pass,0.8,0.4,0.17888543819998318,0.4,1.0,5
recon_trunk_isolated,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated,boundary_auprc_overall,0.2983085571380252,0.0038029430942323086,0.001700727854653366,0.2954198238698489,0.30189634136501114,5
recon_trunk_isolated,boundary_auprc_macro,0.08548711816790933,0.005811670988042471,0.0025990582784252664,0.0815474702490479,0.09099980496020761,5
recon_trunk_isolated,boundary_f1_overall,0.2681782709490477,0.006864613291214533,0.003069948391680851,0.26240630138835996,0.273886971311647,5
recon_trunk_isolated,boundary_f1_macro,0.1292804676772535,0.013332125205944375,0.005962307649006001,0.11780363852620768,0.1404647856043803,5
recon_trunk_isolated,factor_probe_accuracy,0.4174599202473958,0.007262817441969992,0.003248030701683207,0.4113240559895834,0.42360107421874993,5
recon_trunk_isolated,effective_rank,7.253950786590576,0.10580628913451043,0.04731801099035254,7.167771911621093,7.35471658706665,5
recon_trunk_isolated,dead_feature_ratio,0.000968170166015625,0.0004959834118787971,0.00022181052493465338,0.000591278076171875,0.0013885498046875,5
recon_trunk_isolated,topk_utilization_entropy,0.04444873809167295,0.018835083905850546,0.008423305595078813,0.029935011435786012,0.06016337024195843,5
recon_trunk_isolated,active_count_audit,7.992254638671875,0.003967867295030377,0.001774484199477227,7.9888916015625,7.995269775390625,5
recon_trunk_isolated_fine_only,full_prefix_gain,0.0007484993471194024,0.0003248616858748295,0.0001452825625802604,0.0004468797901328259,0.0010192959516048595,5
recon_trunk_isolated_fine_only,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
recon_trunk_isolated_fine_only,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_fine_only,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_fine_only,boundary_auprc_overall,0.29811138899467204,0.0038012635193516047,0.001699976725932055,0.2949698367888995,0.3013954328280599,5
recon_trunk_isolated_fine_only,boundary_auprc_macro,0.08477010957404722,0.005341653521718865,0.002388860077362906,0.08106736126450578,0.09017282397485124,5
recon_trunk_isolated_fine_only,boundary_f1_overall,0.2676032458116604,0.007478439548900599,0.0033444598393929203,0.26071027130102314,0.2738051601342403,5
recon_trunk_isolated_fine_only,boundary_f1_macro,0.12947501019025914,0.013400241310941571,0.00599277009723325,0.11791908649730203,0.14101961325913498,5
recon_trunk_isolated_fine_only,factor_probe_accuracy,0.4172369384765625,0.007164837837440948,0.003204212890456109,0.41112406412760427,0.4231256103515625,5
recon_trunk_isolated_fine_only,effective_rank,7.258119392395019,0.10086185518405737,0.04510679290565837,7.187331581115723,7.352855777740478,5
recon_trunk_isolated_fine_only,dead_feature_ratio,0.00091400146484375,0.0004745434334553436,0.00021222227509645923,0.000563812255859375,0.001309967041015625,5
recon_trunk_isolated_fine_only,topk_utilization_entropy,0.04240018724275698,0.018072183609335036,0.008082126210466127,0.028849708466257618,0.05721074498193598,5
recon_trunk_isolated_fine_only,active_count_audit,7.99268798828125,0.003796347467642749,0.0016977782007716739,7.989520263671875,7.995489501953125,5
recon_trunk_isolated_fine_only_x3,full_prefix_gain,0.002079206091769126,0.00032273668667551675,0.0001443322340479012,0.0018191020826180404,0.0023744396950215463,5
recon_trunk_isolated_fine_only_x3,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
recon_trunk_isolated_fine_only_x3,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_fine_only_x3,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_fine_only_x3,boundary_auprc_overall,0.2981287662647038,0.003745682008602063,0.0016751199186664327,0.29502977078636744,0.3013493815444361,5
recon_trunk_isolated_fine_only_x3,boundary_auprc_macro,0.08477029793295202,0.005230945002584391,0.0023393497224683023,0.0811621119960037,0.09004913785925321,5
recon_trunk_isolated_fine_only_x3,boundary_f1_overall,0.2675950621721087,0.007450534809229015,0.003331980460432901,0.26066927659378913,0.2737812316456715,5
recon_trunk_isolated_fine_only_x3,boundary_f1_macro,0.12943905643410542,0.013509894406867064,0.006041808452519791,0.11777456847150669,0.14108537260021659,5
recon_trunk_isolated_fine_only_x3,factor_probe_accuracy,0.4230173746744792,0.007093680925261692,0.0031723905519157494,0.4165189615885416,0.42894104003906247,5
recon_trunk_isolated_fine_only_x3,effective_rank,7.256482410430908,0.10129520067008752,0.04530059089855958,7.18574104309082,7.352071094512939,5
recon_trunk_isolated_fine_only_x3,dead_feature_ratio,0.000958251953125,0.0004445482627046806,0.00019880802693742007,0.00060272216796875,0.001357269287109375,5
recon_trunk_isolated_fine_only_x3,topk_utilization_entropy,0.04424574720088277,0.016957727375988225,0.007583726231323761,0.030477519603568898,0.05934463823751799,5
recon_trunk_isolated_fine_only_x3,active_count_audit,7.992333984375,0.0035563861016374453,0.0015904642154993607,7.989141845703125,7.99517822265625,5
recon_trunk_isolated_no_z1_grad,full_prefix_gain,0.0006748706658580739,0.0003349628848067248,0.00014979995607345364,0.0003621873655998309,0.0009543980837240396,5
recon_trunk_isolated_no_z1_grad,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
recon_trunk_isolated_no_z1_grad,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_no_z1_grad,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
recon_trunk_isolated_no_z1_grad,boundary_auprc_overall,0.29811138899467204,0.0038012635193516047,0.001699976725932055,0.2949698367888995,0.3013954328280599,5
