config_name,seed,optimizer_updates,full_prefix_gain,strict_monotonic_pass,nondegrading_pass,end_to_end_pass,boundary_auprc_overall,boundary_auprc_macro,boundary_f1_overall,boundary_f1_macro,factor_probe_accuracy,effective_rank,alive_feature_ratio,dead_feature_ratio,topk_utilization_entropy,active_count_audit,collapse_status,revisit_similarity,nuisance_sensitivity,prefix_nrmse_l1,prefix_nrmse_l2,prefix_nrmse_l3,prefix_nrmse_l4,prefix_nrmse_l5,prefix_nrmse_l6,marginal_gain_l2,marginal_gain_l3,marginal_gain_l4,marginal_gain_l5,marginal_gain_l6,boundary_auprc_fast,boundary_f1_fast,boundary_auprc_mid,boundary_f1_mid,boundary_auprc_slow,boundary_f1_slow,boundary_auprc_context,boundary_f1_context,active_count_mean,active_count_min,active_count_max,level_horizon,checkpoint_path,raw_hier_loss_by_level,weighted_hier_loss_by_level,shared_trunk_gradient_norm_from_hier,shared_trunk_gradient_norm_from_temp,shared_trunk_gradient_norm_from_sdyn,head_1_gradient_norm_from_hier,head_1_gradient_norm_from_temp,head_1_gradient_norm_from_sdyn,decoder_gradient_norm_by_level
baseline_shared_trunk,0,1000,-0.0005119190477040902,False,False,False,0.7338414786886552,0.7338414786886552,0.6127676983539357,0.6127676983539357,0.4117706298828125,7.478326797485352,0.999969482421875,3.0517578125e-05,0.002274795451003506,7.999755859375,no_collapse_detected,,,0.9976205585965807,0.9972443736516341,0.9992464516673052,0.9952553741823223,0.9976378788336514,0.9981324776442848,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_shared_trunk,1,1000,0.0030290973791124998,False,False,True,0.6251259834000918,0.6251259834000918,0.5371878937942116,0.5371878937942116,0.39775390625,7.450811386108398,0.9999504089355469,4.9591064453125e-05,0.0035039100381433273,7.999603271484375,no_collapse_detected,,,0.9973321236282213,0.9991204381057609,0.9971471682395031,0.9996708858440914,0.9976232096532752,0.9943030262491088,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_shared_trunk,2,1000,0.004586151344337042,False,False,True,0.7341393756048248,0.7341393756048248,0.6116523917704402,0.6116523917704402,0.40950419108072916,7.414418697357178,0.9999160766601562,8.392333984375e-05,0.005576403605532558,7.99932861328125,no_collapse_detected,,,0.9978960033871372,1.000324813162063,1.0021929244461065,0.9950047609561375,0.9959647085852087,0.9933098520428002,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_shared_trunk,3,1000,0.0002051034195962309,False,False,True,0.6943352954437609,0.6943352954437609,0.5824098780083958,0.5824098780083958,0.4066864013671875,7.5477070808410645,0.9999427795410156,5.7220458984375e-05,0.003977455856369191,7.999542236328125,no_collapse_detected,,,0.9972228117238523,0.9988175990626948,0.9976126937950538,0.995180967857764,0.9959247659976785,0.9970177083042561,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_shared_trunk,4,1000,-0.00045739564835423074,False,False,False,0.7281725341851187,0.7281725341851187,0.6074206480590788,0.6074206480590788,0.40847981770833336,7.142223834991455,0.9999580383300781,4.1961669921875e-05,0.0030209330723992857,7.999664306640625,no_collapse_detected,,,0.9990474456781062,0.9989713603509747,0.9995268450970247,0.9959311285337453,0.9976174656971039,0.9995048413264604,,,,,,,,,,,,,,,,,,,,,,,,,,,
recon_trunk_isolated,0,250,0.0015156091122341397,False,False,True,0.3805081378518546,0.2010414068899043,0.34778182358639653,0.24646168862859932,0.5168680826822917,7.687288761138916,0.9998741149902344,0.000125885009765625,0.007956110445805353,7.998992919921875,no_collapse_detected,0.3318792540400719,0.4951629638671875,1.000566854638269,0.9986734699470716,1.0015829163007066,0.9986292856688304,1.0032984150877045,0.999051245526035,0.001893384691197486,-0.0029094463536349924,0.0029536306318762584,-0.004669129418874096,0.004247169561669484,1.0,0.6690410398116876,0.452463136029444,0.47380568741018153,0.2010414068899043,0.24646168862859932,0.047994739450020675,0.1031390134529148,7.998992919921875,7,8,"[{'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 1, 'horizon': 1, 'nrmse': 1.002830326844016}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 2, 'horizon': 2, 'nrmse': 1.0043495590670657}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 3, 'horizon': 4, 'nrmse': 1.004305463157381}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 4, 'horizon': 8, 'nrmse': 1.004636845244191}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 5, 'horizon': 16, 'nrmse': 1.0072706700701566}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 6, 'horizon': 32, 'nrmse': 1.0102406488849822}]",/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_gradient_isolation_v14/runs/recon_trunk_isolated/seed_0/checkpoints/step_250.npz,,,,,,,,,
recon_trunk_isolated,0,500,0.0013264120328047024,False,False,True,0.34658425551903316,0.15111339690932904,0.31220042171778195,0.1920185078079815,0.5030517578125,7.642603874206543,0.9998664855957031,0.000133514404296875,0.008375419116459405,7.998931884765625,no_collapse_detected,0.24846211588922185,0.6141459147135416,1.0002012739201003,0.9990552221110767,1.0005712730660932,0.9981915078400152,1.0011170372709302,0.9988748618872956,0.0011460518090236071,-0.0015160509550165013,0.002379765226077968,-0.0029255294309149527,0.0022421753836345815,1.0,0.6694223331764513,0.4026067022109837,0.44160869386242957,0.15111339690932904,0.1920185078079815,0.02808778156552427,0.06593406593406592,7.998931884765625,7,8,"[{'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 1, 'horizon': 1, 'nrmse': 1.0025284598550712}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 2, 'horizon': 2, 'nrmse': 1.0040012102174112}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 3, 'horizon': 4, 'nrmse': 1.0032289574023092}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 4, 'horizon': 8, 'nrmse': 1.0038788197666826}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 5, 'horizon': 16, 'nrmse': 1.0048992998569444}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 6, 'horizon': 32, 'nrmse': 1.007737432785498}]",/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_gradient_isolation_v14/runs/recon_trunk_isolated/seed_0/checkpoints/step_500.npz,,,,,,,,,
recon_trunk_isolated,0,1000,0.0006899816890165722,False,False,True,0.2976524702033755,0.08340531083800254,0.2599805385106061,0.11387404136648849,0.4278533935546875,7.231168746948242,0.9981613159179688,0.00183868408203125,0.07680253828565486,7.98529052734375,no_collapse_detected,0.11454831372720743,0.8371429443359375,0.9998878306502563,0.9996593095631922,0.9999082437868039,0.9991268890103842,0.999989012647429,0.9991978489612398,0.00022852108706417074,-0.0002489342236117187,0.0007813547764197182,-0.0008621236370448537,0.0007911636861892557,1.0,0.6712169204046183,0.31020971140785925,0.371525924709553,0.08340531083800254,0.11387404136648849,0.011242017933013151,0.02941176470588235,7.98529052734375,6,8,"[{'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 1, 'horizon': 1, 'nrmse': 1.002399706868276}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 2, 'horizon': 2, 'nrmse': 1.0033436597886236}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 3, 'horizon': 4, 'nrmse': 1.0025605376410744}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 4, 'horizon': 8, 'nrmse': 1.0031773501653234}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 5, 'horizon': 16, 'nrmse': 1.0034478463167167}, {'config_name': 'recon_trunk_isolated', 'seed': 0, 'level': 6, 'horizon': 32, 'nrmse': 1.0056263963396836}]",/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_gradient_isolation_v14/runs/recon_trunk_isolated/seed_0/checkpoints/step_1000.npz,"[0.01894671842455864, 0.01894577406346798, 0.01895269751548767, 0.018942570313811302, 0.018976083025336266, 0.018933381885290146]","[0.01894671842455864, 0.01894577406346798, 0.01895269751548767, 0.018942570313811302, 0.018976083025336266, 0.018933381885290146]",0.0,0.000999871757812798,0.0006358206737786531,0.0013034178409725428,0.00629821140319109,0.0028117734473198652,"[0.0001904531818581745, 0.00023646258341614157, 0.00028989464044570923, 0.00032263054163195193, 0.00040713424095883965, 0.0004377161094453186]"
recon_trunk_isolated,1,250,-0.001456578916503748,False,False,False,0.37728927096207215,0.1935330141361157,0.3466710800304139,0.2492940701895926,0.5076039632161459,7.655101776123047,0.9998779296875,0.0001220703125,0.007745080942752447,7.9990234375,no_collapse_detected,0.27088025853388514,0.4598490397135417,1.0019701473152136,1.0007186718183063,1.0002552671081113,1.0012534783221394,1.001833264421222,1.0034267262317174,0.001251475496907295,0.0004634047101950145,-0.0009982112140280996,-0.000579786099082602,-0.0015934618104953557,1.0,0.668250522262729,0.45700220579258855,0.4693944353518822,0.1935330141361157,0.2492940701895926,0.04237812074554064,0.09712230215827337,7.9990234375,7,8,"[{'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 1, 'horizon': 1, 'nrmse': 1.0033894347008816}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 2, 'horizon': 2, 'nrmse': 1.006659778239192}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 3, 'horizon': 4, 'nrmse': 1.00715048883334}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 4, 'horizon': 8, 'nrmse': 1.0044435832111633}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 5, 'horizon': 16, 'nrmse': 1.0072172070934846}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 6, 'horizon': 32, 'nrmse': 1.0057234250147016}]",/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_gradient_isolation_v14/runs/recon_trunk_isolated/seed_1/checkpoints/step_250.npz,,,,,,,,,
recon_trunk_isolated,1,500,0.0001592401387817688,False,False,True,0.3526965248086519,0.15935382190165231,0.3169623541931676,0.20986428334988416,0.49071044921875,7.632927417755127,0.99981689453125,0.00018310546875,0.011023330465453451,7.99853515625,no_collapse_detected,0.1927758661854598,0.5665944417317709,1.0011395712528333,1.0000094257839764,0.9999170806424521,1.0000383223019462,1.0002021576056652,1.0009803311140515,0.0011301454688568136,9.234514152434148e-05,-0.00012124165949412014,-0.00016383530371899546,-0.0007781735083862706,1.0,0.667895847417696,0.42072877381796076,0.44745762711864406,0.15935382190165231,0.20986428334988416,0.02404620642199381,0.04972972972972972,7.99853515625,7,8,"[{'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 1, 'horizon': 1, 'nrmse': 1.00256265848643}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 2, 'horizon': 2, 'nrmse': 1.005690728648803}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 3, 'horizon': 4, 'nrmse': 1.0053253246677474}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 4, 'horizon': 8, 'nrmse': 1.0032637746135633}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 5, 'horizon': 16, 'nrmse': 1.0057651349733614}, {'config_name': 'recon_trunk_isolated', 'seed': 1, 'level': 6, 'horizon': 32, 'nrmse': 1.0043592796082788}]",/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_gradient_isolation_v14/runs/recon_trunk_isolated/seed_1/checkpoints/step_500.npz,,,,,,,,,
