seed,checkpoint,global_optimizer_update,full_prefix_gain,strict_monotonic_pass,nondegrading_pass,end_to_end_pass,violating_levels,nondegrading_violating_levels,raw_hier_loss,weighted_hier_loss,raw_sdyn_loss,weighted_sdyn_loss,raw_temp_loss,weighted_temp_loss,raw_vc_loss,weighted_vc_loss,raw_sparse_loss,weighted_sparse_loss,prefix_nrmse_l1,prefix_nrmse_l2,marginal_gain_l2,prefix_nrmse_l3,marginal_gain_l3,prefix_nrmse_l4,marginal_gain_l4,prefix_nrmse_l5,marginal_gain_l5,prefix_nrmse_l6,marginal_gain_l6
0,initial,0,-0.004694579563141232,False,False,False,"[3, 6]","[3, 6]",0.11453725397586823,0.11453725397586823,0.11584188789129257,0.11584188789129257,0.00840990711003542,8.40990711003542e-05,0.8983583450317383,0.008983583450317382,0.08587198704481125,0.08587198704481125,1.0009206823384256,1.000317301834762,0.0006033805036635975,1.0048035083417173,-0.004486206506955304,1.0039849504030183,0.000818557938699005,1.003087037500598,0.0008979129024202503,1.0056152619015668,-0.0025282244009687815
0,step_1,1,-0.0046910448208818956,False,False,False,"[3, 6]","[3, 6]",0.11453528702259064,0.11453528702259064,0.11584179848432541,0.11584179848432541,0.008455699309706688,8.455699309706688e-05,0.8978149890899658,0.008978149890899659,0.08583351224660873,0.08583351224660873,1.000919445178635,1.000315976306415,0.0006034688722200698,1.0048005038107968,-0.0044845275043818855,1.0039618862097763,0.0008386176010204416,1.0030820004928784,0.0008798857168978991,1.0056104899995169,-0.0025284895066384205
0,step_100,100,-0.00487060972765474,False,False,False,"[3, 5, 6]","[3, 5, 6]",0.11446251720190048,0.11446251720190048,0.11597057431936264,0.11597057431936264,0.01223931647837162,0.0001223931647837162,0.8401821255683899,0.0084018212556839,0.08441880345344543,0.08441880345344543,1.0011615750233973,1.0008453923283025,0.0003161826950948132,1.0049451631377588,-0.004099770809456338,1.0024178224223548,0.0025273407154040584,1.002780398609603,-0.0003625761872483313,1.006032184751052,-0.0032517861414489424
0,step_200,200,-0.006085765747847693,False,False,False,"[3, 5, 6]","[3, 5, 6]",0.11458723992109299,0.11458723992109299,0.11637306213378906,0.11637306213378906,0.014046860858798027,0.00014046860858798026,0.7762789726257324,0.007762789726257324,0.08621568977832794,0.08621568977832794,1.0020942167685154,1.0019597198255488,0.00013449694296663317,1.0059011341817883,-0.003941414356239514,1.0013840870486208,0.004517047133167473,1.002844996024392,-0.0014609089757711136,1.008179982516363,-0.005334986491971172
0,final,250,-0.006932424887508226,False,False,False,"[3, 5, 6]","[3, 5, 6]",0.11468741297721863,0.11468741297721863,0.11662641167640686,0.11662641167640686,0.014320745132863522,0.00014320745132863523,0.7443872094154358,0.007443872094154358,0.08759525418281555,0.08759525418281555,1.002658803475883,1.002559565586953,9.923788892995944e-05,1.0065309368838402,-0.003971371296887183,1.0010199202273558,0.005511016656484458,1.0028696508516506,-0.001849730624294832,1.0095912283633912,-0.0067215775117406285
1,initial,0,-0.0028871774774013037,False,False,False,"[2, 4, 6]","[2, 4, 6]",0.11465626955032349,0.11465626955032349,0.1157815083861351,0.1157815083861351,0.008697113022208214,8.697113022208215e-05,0.9048293828964233,0.009048293828964233,0.08874553442001343,0.08874553442001343,1.0032003259900089,1.0052031109541317,-0.0020027849641228723,0.9994967114192641,0.005706399534867623,1.0060791084545444,-0.006582397035280296,1.0049908496814604,0.0010882587730840498,1.0060875034674102,-0.0010966537859498082
1,step_1,1,-0.002857750748092691,False,False,False,"[2, 4, 6]","[2, 4, 6]",0.11465319246053696,0.11465319246053696,0.11577903479337692,0.11577903479337692,0.008750996552407742,8.750996552407742e-05,0.9043151140213013,0.009043151140213012,0.08864597976207733,0.08864597976207733,1.003184949861181,1.0051961298381695,-0.0020111799769886307,0.999504752957904,0.005691376880265553,1.0060700064932266,-0.006565253535322668,1.0049665483284276,0.0011034581647990649,1.0060427006092736,-0.00107615228084601
1,step_100,100,0.0001637469351623011,False,False,True,"[2, 4]","[2, 4]",0.11453908681869507,0.11453908681869507,0.11572911590337753,0.11572911590337753,0.0130526814609766,0.000130526814609766,0.8469337224960327,0.008469337224960327,0.08384029567241669,0.08384029567241669,1.0025319062287739,1.0054244741881209,-0.0028925679593470033,1.0011420455724147,0.0042824286157061575,1.0060498584623485,-0.004907812889933805,1.0037237329500557,0.0023261255122928315,1.0023681592936116,0.00135557365644412
1,step_200,200,0.0029884478431305705,False,False,True,"[2, 4]","[2, 4]",0.11469408869743347,0.11469408869743347,0.11596615612506866,0.11596615612506866,0.014957298524677753,0.00014957298524677752,0.7821478843688965,0.007821478843688966,0.08476942777633667,0.08476942777633667,1.0025707000250699,1.0069232049060668,-0.004352504880996921,1.0034664920821346,0.0034567128239322287,1.007140768292127,-0.0036742762099923887,1.0042995424640966,0.0028412258280303693,0.9995822521819393,0.004717290282157283
1,final,250,0.004248760195686319,False,False,True,"[2, 4]","[2, 4]",0.11481019109487534,0.11481019109487534,0.11613424122333527,0.11613424122333527,0.015139907598495483,0.00015139907598495482,0.749987781047821,0.007499877810478211,0.08607113361358643,0.08607113361358643,1.0026407762903606,1.0078459493728587,-0.005205173082498016,1.0046435612544835,0.0032023881183751435,1.0078681298805359,-0.00322456862605236,1.0049298753774873,0.0029382545030485208,0.9983920160946743,0.00653785928281303
2,initial,0,-0.011578931955922744,False,False,False,"[2, 3, 6]","[2, 3, 6]",0.11533284187316895,0.11533284187316895,0.11576201766729355,0.11576201766729355,0.008312475867569447,8.312475867569446e-05,0.8948060870170593,0.008948060870170594,0.08827122300863266,0.08827122300863266,1.0017315522127106,1.0051190724569168,-0.003387520244206188,1.0084594922605177,-0.0033404198036008914,1.007410115652286,0.001049376608231567,1.006781726847138,0.0006283888051481501,1.0133104841686333,-0.006528757321495382
2,step_1,1,-0.011503818682912392,False,False,False,"[2, 3, 6]","[2, 3, 6]",0.11532573401927948,0.11532573401927948,0.11575868725776672,0.11575868725776672,0.00836095865815878,8.360958658158779e-05,0.8942264318466187,0.008942264318466188,0.08819788694381714,0.08819788694381714,1.0017337614266226,1.005113416869302,-0.0033796554426792635,1.0084489764022964,-0.00333555953299447,1.007347108871514,0.0011018675307823411,1.0067575138626617,0.0005895950088523616,1.013237580109535,-0.006480066246873362
2,step_100,100,-0.005487775726129573,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.1149350106716156,0.1149350106716156,0.11564280837774277,0.11564280837774277,0.012161443009972572,0.00012161443009972572,0.8348894715309143,0.008348894715309143,0.08465397357940674,0.08465397357940674,1.0026250466873068,1.0053604953532274,-0.00273544866592057,1.009085141640415,-0.003724646287187605,1.0030149287585082,0.006070212881906789,1.005140899490368,-0.0021259707318597165,1.0081128224134364,-0.0029719229230684707
2,step_200,200,-0.0012695026824298683,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11488369107246399,0.11488369107246399,0.11578374356031418,0.11578374356031418,0.013780730776488781,0.0001378073077648878,0.7722504734992981,0.007722504734992981,0.08525271713733673,0.08525271713733673,1.0041913793509618,1.0063092201756252,-0.002117840824663375,1.011650745940776,-0.00534152576515079,1.0009020365730077,0.010748709367768283,1.005092561889972,-0.004190525316964289,1.0054608820333917,-0.0003683201434196981
2,final,250,0.00028772801990739616,False,False,True,"[2, 3, 5]","[2, 3, 5]",0.11491861194372177,0.11491861194372177,0.1158938854932785,0.1158938854932785,0.013912697322666645,0.00013912697322666646,0.7418835759162903,0.007418835759162903,0.08615288138389587,0.08615288138389587,1.0050611910524205,1.006761048604921,-0.0016998575525004611,1.0131971956792225,-0.0064361470743015126,1.0003281711672094,0.012869024512013105,1.0053929266134565,-0.005064755446247071,1.0047734630325131,0.0006194635809433358
3,initial,0,-0.0046694828931002075,False,False,False,"[2, 3, 5]","[2, 3, 5]",0.11458476632833481,0.11458476632833481,0.11587975919246674,0.11587975919246674,0.008723502978682518,8.723502978682519e-05,0.9054459929466248,0.009054459929466248,0.0859219953417778,0.0859219953417778,1.0009068968436143,1.0027094386587476,-0.001802541815133285,1.0033459573710921,-0.0006365187123444915,1.0022200535929466,0.0011259037781454762,1.0089078743161108,-0.006687820723164206,1.0055763797367145,0.003331494579396299
3,step_1,1,-0.004632456467933865,False,False,False,"[2, 3, 5]","[2, 3, 5]",0.11458133161067963,0.11458133161067963,0.11587663739919662,0.11587663739919662,0.00877657625824213,8.77657625824213e-05,0.904901921749115,0.00904901921749115,0.08586438745260239,0.08586438745260239,1.000913966328133,1.0027039598082457,-0.0017899934801126616,1.0033306696108206,-0.000626709802574954,1.0022009659847464,0.00112970362607423,1.0088719083136224,-0.006670942328875995,1.0055464227960669,0.0033254855175555154
3,step_100,100,-0.002344506172041516,False,False,False,"[2, 5]","[2, 5]",0.11440664529800415,0.11440664529800415,0.11572365462779999,0.11572365462779999,0.012889401987195015,0.00012889401987195014,0.8454863429069519,0.00845486342906952,0.08386267721652985,0.08386267721652985,1.001721566565828,1.003384927904501,-0.001663361338673175,1.0029232021968792,0.0004617257076218184,1.0009330539363333,0.0019901482605459986,1.0058957436998428,-0.0049626897635095535,1.0040660727378694,0.0018296709619733953
3,step_200,200,-0.0018206573692121086,False,False,False,"[2, 5, 6]","[2, 5, 6]",0.11448559165000916,0.11448559165000916,0.11584125459194183,0.11584125459194183,0.014455797150731087,0.00014455797150731087,0.7770542502403259,0.00777054250240326,0.08633491396903992,0.08633491396903992,1.0030585828254106,1.005540943945565,-0.0024823611201543194,1.003362393922598,0.002178550022966963,1.0003588350563088,0.0030035588662891133,1.0040695191115723,-0.0037106840552634246,1.0048792401946227,-0.0008097210830504409
3,final,250,-0.0018304662789816462,False,False,False,"[2, 5, 6]","[2, 5, 6]",0.11457154154777527,0.11457154154777527,0.11596335470676422,0.11596335470676422,0.014437276870012283,0.00014437276870012285,0.7426218390464783,0.007426218390464783,0.08826079219579697,0.08826079219579697,1.0038549602564324,1.006760695130695,-0.002905734874262711,1.0036825532027347,0.0030781419279604094,1.0002104642499745,0.0034720889527601884,1.0035199550588065,-0.0033094908088320274,1.005685426535414,-0.0021654714766075056
4,initial,0,-0.012267853222261538,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11501117050647736,0.11501117050647736,0.11588042974472046,0.11588042974472046,0.009178188629448414,9.178188629448414e-05,0.8929363489151001,0.008929363489151002,0.08781471103429794,0.08781471103429794,1.0015008219117343,1.002044200165546,-0.0005433782538117882,1.0074059623301315,-0.005361762164585393,1.0047447432516563,0.0026612190784751633,1.0051598103614552,-0.0004150671097988834,1.0137686751339958,-0.008608864772540636
4,step_1,1,-0.012232859273894503,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11501146852970123,0.11501146852970123,0.11587800085544586,0.11587800085544586,0.00922270305454731,9.22270305454731e-05,0.892361581325531,0.00892361581325531,0.0877780169248581,0.0877780169248581,1.0015184072544743,1.002065585356215,-0.000547178101740764,1.007410115652286,-0.0053445302960710706,1.0047182326847115,0.0026918829675746103,1.0051562756191958,-0.0004380429344843506,1.0137512665283688,-0.008594990909172928
4,step_100,100,-0.00930406020638963,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11516523361206055,0.11516523361206055,0.11581601947546005,0.11581601947546005,0.012456533499062061,0.00012456533499062062,0.8311782479286194,0.008311782479286194,0.08666089177131653,0.08666089177131653,1.0034814263681802,1.0049101691893918,-0.001428742821211637,1.0083437294515254,-0.0034335602621335948,1.0032804762707386,0.00506325318078682,1.0054457710102331,-0.002165294739494561,1.0127854865745698,-0.007339715564336657
4,step_200,200,-0.007270081141828255,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11546093225479126,0.11546093225479126,0.11594478785991669,0.11594478785991669,0.013307750225067139,0.0001330775022506714,0.7640829086303711,0.007640829086303711,0.0884922668337822,0.0884922668337822,1.0057618653367717,1.0082416637687879,-0.002479798432016178,1.0096583000977615,-0.0014166363289735973,1.0028138902925101,0.006844409805251361,1.0069636777049358,-0.004149787412425665,1.0130319464786,-0.006068268773664176
4,final,250,-0.006482187092229141,False,False,False,"[2, 3, 5, 6]","[2, 3, 5, 6]",0.11560972779989243,0.11560972779989243,0.11603909730911255,0.11603909730911255,0.013087255880236626,0.00013087255880236625,0.7315301895141602,0.007315301895141602,0.08973988890647888,0.08973988890647888,1.006837575774835,1.0098526225534667,-0.003015046778631847,1.0102759963075751,-0.0004233737541083915,1.0027320610092072,0.007543935298367943,1.0078179365404536,-0.005085875531246398,1.013319762867064,-0.005501826326610448
