source,method,seed,prefix,readout,boundary_type,auprc,f1,probe_protocol,supplemental,latent_norm_mean,latent_norm_std,delta_norm_mean_positive,delta_norm_mean_negative,delta_norm_std_positive,delta_norm_std_negative,effective_rank,variance_per_dimension_mean,variance_per_dimension_std,dead_feature_ratio,active_count_mean
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,fast,1.0,0.9783329405294996,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.23835207521915436,0.0,0.11610490083694458,0.0,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,mid,0.7915470311779885,0.6920973831532352,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.3612750768661499,0.19661018252372742,0.13128237426280975,0.07845842838287354,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,slow,0.6463581802062934,0.5780474351902923,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,context,0.5849440018527002,0.5476603119584055,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.6715916395187378,0.2330639809370041,0.15150898694992065,0.11063926666975021,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,macro,0.6463581802062934,0.5780474351902923,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,raw_delta_l2,overall,0.7338414786886552,0.674837101204345,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,,,,,7.478326797485352,0.026810776442289352,0.004547031130641699,3.0517578125e-05,7.999755859375
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,fast,1.0,0.9782205600427418,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.23835207521915436,0.0,0.11610490083694458,0.0,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,mid,0.684783068108647,0.630887573964497,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.3612750768661499,0.19661018252372742,0.13128237426280975,0.07845842838287354,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,slow,0.5274268476232923,0.507703965647891,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,context,0.6001634848784922,0.5526770293609673,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.6715916395187378,0.2330639809370041,0.15150898694992065,0.11063926666975021,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,macro,0.5274268476232923,0.507703965647891,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,normalized_delta_l2,overall,0.6679600496467447,0.6354386189327975,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,,,,,7.478326797485352,0.026810776442289352,0.004547031130641699,3.0517578125e-05,7.999755859375
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,fast,1.0,0.9780920949237781,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.23835207521915436,0.0,0.11610490083694458,0.0,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,mid,0.6767612080180208,0.6220095693779905,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.3612750768661499,0.19661018252372742,0.13128237426280975,0.07845842838287354,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,slow,0.5260808066392965,0.5041140976412507,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,context,0.6067028124979096,0.5659050966608085,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.6715916395187378,0.2330639809370041,0.15150898694992065,0.11063926666975021,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,macro,0.5260808066392965,0.5041140976412507,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,cosine_change,overall,0.6671251267589047,0.6348469912490157,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,,,,,7.478326797485352,0.026810776442289352,0.004547031130641699,3.0517578125e-05,7.999755859375
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,fast,1.0,0.978397146852268,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.23835207521915436,0.0,0.11610490083694458,0.0,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,mid,0.796746550559233,0.6934557979334098,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.3612750768661499,0.19661018252372742,0.13128237426280975,0.07845842838287354,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,slow,0.6615585347180913,0.59391771019678,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,context,0.599106787270802,0.5391304347826087,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.6715916395187378,0.2330639809370041,0.15150898694992065,0.11063926666975021,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,macro,0.6615585347180913,0.59391771019678,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,whitened_delta_mahalanobis,overall,0.7437940814532435,0.6797637599923693,unsupervised_score_val_threshold,False,0.4538002014160156,0.10551650077104568,,,,,7.478326797485352,0.026810776442289352,0.004547031130641699,3.0517578125e-05,7.999755859375
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,fast,1.0,0.9776100628930817,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,0.23835207521915436,0.0,0.11610490083694458,0.0,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,mid,0.33434822410645204,0.36446539269429784,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,0.3612750768661499,0.19661018252372742,0.13128237426280975,0.07845842838287354,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,slow,0.16197613443613426,0.22352941176470587,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,context,0.14571941138825853,0.17531305903398928,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,0.6715916395187378,0.2330639809370041,0.15150898694992065,0.11063926666975021,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,macro,0.16197613443613426,0.22352941176470587,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,0.4839912950992584,0.22217169404029846,0.15363231301307678,0.09746994078159332,7.478326797485352,0.026810776442289352,0.004547031130641699,,
historical_v12,historical_baseline_shared_trunk,0,z1:1,detached_linear_probe,overall,0.3608039808733958,0.3928894676301561,detached_train_val_test,False,0.4538002014160156,0.10551650077104568,,,,,7.478326797485352,0.026810776442289352,0.004547031130641699,3.0517578125e-05,7.999755859375
historical_v12,historical_baseline_shared_trunk,0,z1:2,raw_delta_l2,fast,1.0,0.9783008343415616,unsupervised_score_val_threshold,False,0.457554429769516,0.10458546131849289,0.24743607640266418,0.0,0.11618568003177643,0.0,10.006453514099121,0.013603279367089272,0.013596003875136375,,
historical_v12,historical_baseline_shared_trunk,0,z1:2,raw_delta_l2,mid,0.784978223584351,0.6772336342312887,unsupervised_score_val_threshold,False,0.457554429769516,0.10458546131849289,0.36794015765190125,0.20637357234954834,0.13012850284576416,0.08103471249341965,10.006453514099121,0.013603279367089272,0.013596003875136375,,
historical_v12,historical_baseline_shared_trunk,0,z1:2,raw_delta_l2,slow,0.6443214770050558,0.5777166437414031,unsupervised_score_val_threshold,False,0.457554429769516,0.10458546131849289,0.48906993865966797,0.23141232132911682,0.15275278687477112,0.09843827784061432,10.006453514099121,0.013603279367089272,0.013596003875136375,,
